,Sex,Age,Height,Weight,Year,Season,Medal,Team,City,Sport,BMI,Lag
234622,M,27.0,170.0,65.0,1972,Summer,Gold,Poland,Munich,Football,22.49,
234670,M,24.0,170.0,56.0,1980,Summer,Bronze,Czechoslovakia,Moskva,Gymnastics,19.38,
234672,M,22.0,213.0,117.0,1992,Summer,Silver,Croatia,Barcelona,Basketball,25.79,
234677,F,24.0,165.0,55.0,2004,Summer,Silver,Russia,Athina,Athletics,20.2,
234702,M,20.0,174.0,52.0,1912,Summer,Bronze,United States,Stockholm,Athletics,17.18,
234703,M,20.0,174.0,52.0,1912,Summer,Gold,United States,Stockholm,Athletics,17.18,
234778,F,29.0,184.0,84.0,1984,Summer,Bronze,Romania,Los Angeles,Athletics,24.81,
234802,M,22.0,160.0,54.0,2004,Summer,Bronze,Eritrea,Athina,Athletics,21.09,
234828,M,22.0,182.0,80.0,1988,Summer,Silver,Brazil,Seoul,Football,24.15,
234891,M,21.0,173.0,68.0,1972,Summer,Gold,Japan,Munich,Swimming,22.72,
234892,M,21.0,173.0,68.0,1972,Summer,Bronze,Japan,Munich,Swimming,22.72,
234970,M,21.0,191.0,92.5,1912,Summer,Gold,Finland,Stockholm,Athletics,25.36,
234971,M,21.0,191.0,92.5,1912,Summer,Gold,Finland,Stockholm,Athletics,25.36,
234973,M,29.0,191.0,92.5,1920,Summer,Silver,Finland,Antwerpen,Athletics,25.36,
235039,M,23.0,171.0,62.0,1936,Summer,Bronze,Japan,Berlin,Athletics,21.2,
235040,M,23.0,171.0,62.0,1936,Summer,Gold,Japan,Berlin,Athletics,21.2,
235043,F,19.0,164.0,63.0,2000,Summer,Silver,Japan,Sydney,Swimming,23.42,
235067,M,19.0,169.0,71.0,1960,Summer,Gold,Yugoslavia,Roma,Football,24.86,
235182,F,28.0,161.0,52.0,2000,Summer,Gold,Japan,Sydney,Athletics,20.06,
235222,M,24.0,180.0,62.0,2008,Summer,Silver,Japan,Beijing,Athletics,19.14,
235294,F,21.0,164.0,63.0,2012,Summer,Silver,Japan,London,Football,23.42,
235382,M,32.0,160.0,56.0,1952,Summer,Silver,Japan,Helsinki,Gymnastics,21.88,
235388,M,37.0,160.0,56.0,1956,Summer,Silver,Japan,Melbourne,Gymnastics,21.88,
235391,M,37.0,160.0,56.0,1956,Summer,Bronze,Japan,Melbourne,Gymnastics,21.88,
235392,M,37.0,160.0,56.0,1956,Summer,Bronze,Japan,Melbourne,Gymnastics,21.88,
235393,M,37.0,160.0,56.0,1956,Summer,Bronze,Japan,Melbourne,Gymnastics,21.88,
235396,M,40.0,160.0,56.0,1960,Summer,Gold,Japan,Roma,Gymnastics,21.88,
235400,M,40.0,160.0,56.0,1960,Summer,Silver,Japan,Roma,Gymnastics,21.88,
235485,M,30.0,175.0,67.0,1924,Summer,Gold,Finland,Paris,Athletics,21.88,
235519,F,17.0,162.0,50.0,1984,Summer,Silver,United States,Los Angeles,Gymnastics,19.05,
235610,M,23.0,178.0,58.0,2008,Summer,Bronze,Australia,Beijing,Athletics,18.31,
235611,M,23.0,178.0,58.0,2008,Summer,Silver,Australia,Beijing,Athletics,18.31,
235613,M,27.0,178.0,58.0,2012,Summer,Silver,Australia,London,Athletics,18.31,
235614,M,31.0,178.0,58.0,2016,Summer,Silver,Australia,Rio de Janeiro,Athletics,18.31,
235677,F,30.0,163.0,55.0,1968,Summer,Bronze,Soviet Union,Mexico City,Athletics,20.7,
235698,F,17.0,145.0,37.0,2008,Summer,Bronze,Romania,Beijing,Gymnastics,17.6,
235719,M,23.0,163.0,59.0,2000,Summer,Silver,Greece,Sydney,Gymnastics,22.21,
235721,M,27.0,163.0,59.0,2004,Summer,Gold,Greece,Athina,Gymnastics,22.21,
235772,M,23.0,191.0,120.0,1980,Summer,Bronze,Soviet Union,Moskva,Athletics,32.89,
235773,M,31.0,191.0,120.0,1988,Summer,Bronze,Soviet Union,Seoul,Athletics,32.89,
235784,M,31.0,196.0,120.0,2004,Summer,Bronze,Estonia,Athina,Athletics,31.24,
235822,M,22.0,180.0,70.0,2000,Summer,Silver,Spain,Sydney,Football,21.6,
235867,F,19.0,148.0,36.0,2016,Summer,Bronze,China,Rio de Janeiro,Gymnastics,16.44,
235871,M,26.0,163.0,64.0,2008,Summer,Bronze,United States,Beijing,Gymnastics,24.09,
235884,F,21.0,170.0,60.0,2008,Summer,Silver,China,Beijing,Swimming,20.76,
235944,M,23.0,175.0,75.0,1956,Summer,Silver,United States,Melbourne,Swimming,24.49,
235959,F,24.0,164.0,52.0,2012,Summer,Silver,Japan,London,Football,19.33,
236010,F,21.0,164.0,58.0,2000,Summer,Bronze,Japan,Sydney,Swimming,21.56,
236031,F,18.0,158.0,59.0,1960,Summer,Bronze,Japan,Roma,Swimming,23.63,
236058,M,22.0,166.0,58.0,2012,Summer,Silver,Japan,London,Gymnastics,21.05,
236062,M,26.0,166.0,58.0,2016,Summer,Gold,Japan,Rio de Janeiro,Gymnastics,21.05,
236082,F,30.0,154.0,54.0,1964,Summer,Bronze,Japan,Tokyo,Gymnastics,22.77,
236132,F,30.0,177.0,73.0,2012,Summer,Bronze,Canada,London,Football,23.3,
236133,F,34.0,177.0,73.0,2016,Summer,Bronze,Canada,Rio de Janeiro,Football,23.3,
236187,F,21.0,176.0,68.0,2008,Summer,Silver,China,Beijing,Swimming,21.95,
236224,F,19.0,178.0,70.0,2012,Summer,Bronze,China,London,Swimming,22.09,
236238,F,25.0,169.0,62.0,1996,Summer,Bronze,Norway,Atlanta,Football,21.71,
236257,F,29.0,166.0,55.0,2004,Summer,Silver,Brazil,Athina,Football,19.96,
236258,F,33.0,166.0,55.0,2008,Summer,Silver,Brazil,Beijing,Football,19.96,
236325,F,17.0,160.0,61.0,1968,Summer,Bronze,Canada,Mexico City,Swimming,23.83,
236326,F,17.0,160.0,61.0,1968,Summer,Silver,Canada,Mexico City,Swimming,23.83,
236327,F,17.0,160.0,61.0,1968,Summer,Silver,Canada,Mexico City,Swimming,23.83,
236372,M,25.0,168.0,47.0,2016,Summer,Silver,Kenya,Rio de Janeiro,Athletics,16.65,
236373,M,28.0,183.0,70.0,1992,Summer,Gold,Kenya,Barcelona,Athletics,20.9,
236399,F,27.0,160.0,54.0,1996,Summer,Gold,United States,Atlanta,Swimming,21.09,
236417,M,33.0,175.0,73.0,2000,Summer,Bronze,Chile,Sydney,Football,23.84,
236441,F,17.0,178.0,66.0,1992,Summer,Gold,United States,Barcelona,Swimming,20.83,
236442,F,25.0,178.0,66.0,2000,Summer,Gold,United States,Sydney,Swimming,20.83,
236443,F,25.0,178.0,66.0,2000,Summer,Gold,United States,Sydney,Swimming,20.83,
236462,M,22.0,202.0,96.0,1980,Summer,Bronze,Soviet Union,Moskva,Basketball,23.53,
236463,M,30.0,202.0,96.0,1988,Summer,Gold,Soviet Union,Seoul,Basketball,23.53,
236545,M,21.0,194.0,80.0,1992,Summer,Gold,Unified Team,Barcelona,Athletics,21.26,
236546,M,29.0,194.0,80.0,2000,Summer,Bronze,Russia,Sydney,Athletics,21.26,
236582,M,22.0,198.0,90.0,2008,Summer,Bronze,Australia,Beijing,Swimming,22.96,
236583,M,22.0,198.0,90.0,2008,Summer,Silver,Australia,Beijing,Swimming,22.96,
236585,M,26.0,198.0,90.0,2012,Summer,Bronze,Australia,London,Swimming,22.96,
236609,F,28.0,169.0,57.0,2004,Summer,Silver,Romania,Athina,Athletics,19.96,
236614,M,26.0,193.0,75.0,1972,Summer,Gold,Soviet Union,Munich,Athletics,20.13,
236615,F,22.0,165.0,59.0,2012,Summer,Gold,United States,London,Athletics,21.67,
236627,F,20.0,165.0,58.0,2004,Summer,Gold,United States,Athina,Football,21.3,
236628,F,24.0,165.0,58.0,2008,Summer,Gold,United States,Beijing,Football,21.3,
236683,M,28.0,185.0,85.0,2012,Summer,Gold,United States,London,Swimming,24.84,
236755,F,19.0,160.0,57.0,1948,Summer,Silver,Hungary,London,Gymnastics,22.27,
236757,F,23.0,160.0,57.0,1952,Summer,Silver,Hungary,Helsinki,Gymnastics,22.27,
236758,F,23.0,160.0,57.0,1952,Summer,Bronze,Hungary,Helsinki,Gymnastics,22.27,
236764,F,27.0,160.0,57.0,1956,Summer,Silver,Hungary,Melbourne,Gymnastics,22.27,
236765,F,27.0,160.0,57.0,1956,Summer,Gold,Hungary,Melbourne,Gymnastics,22.27,
236767,F,27.0,160.0,57.0,1956,Summer,Bronze,Hungary,Melbourne,Gymnastics,22.27,
236796,M,22.0,170.0,63.0,1988,Summer,Gold,Soviet Union,Seoul,Football,21.8,
236821,M,23.0,182.0,70.0,2012,Summer,Bronze,Japan,London,Swimming,21.13,
236861,F,18.0,173.0,61.0,1976,Summer,Silver,East Germany,Montreal,Swimming,20.38,
236862,F,18.0,173.0,61.0,1976,Summer,Gold,East Germany,Montreal,Swimming,20.38,
236886,F,22.0,183.0,70.0,2004,Summer,Gold,United States,Athina,Basketball,20.9,
236887,F,26.0,183.0,70.0,2008,Summer,Gold,United States,Beijing,Basketball,20.9,
236888,F,30.0,183.0,70.0,2012,Summer,Gold,United States,London,Basketball,20.9,
236889,F,34.0,183.0,70.0,2016,Summer,Gold,United States,Rio de Janeiro,Basketball,20.9,
236891,M,28.0,188.0,80.0,2000,Summer,Silver,Australia,Sydney,Athletics,22.63,
236911,M,21.0,169.0,68.0,1900,Summer,Silver,France,Paris,Athletics,23.81,
237017,M,21.0,188.0,84.0,2000,Summer,Gold,United States,Sydney,Athletics,23.77,
237020,M,29.0,188.0,84.0,2008,Summer,Gold,United States,Beijing,Athletics,23.77,
237021,M,29.0,188.0,84.0,2008,Summer,Gold,United States,Beijing,Athletics,23.77,
237023,M,33.0,188.0,84.0,2012,Summer,Silver,United States,London,Athletics,23.77,
237027,F,20.0,167.0,53.0,1936,Summer,Bronze,Canada,Berlin,Athletics,19.0,
237041,M,22.0,188.0,81.0,2012,Summer,Gold,United States,London,Athletics,22.92,
237042,M,26.0,188.0,81.0,2016,Summer,Gold,United States,Rio de Janeiro,Athletics,22.92,
237074,M,21.0,165.0,66.0,1906,Summer,Silver,Great Britain,Athina,Swimming,24.24,
237075,M,21.0,165.0,66.0,1906,Summer,Gold,Great Britain,Athina,Swimming,24.24,
237076,M,21.0,165.0,66.0,1906,Summer,Bronze,Great Britain,Athina,Swimming,24.24,
237077,M,23.0,165.0,66.0,1908,Summer,Gold,Great Britain,London,Swimming,24.24,
237078,M,23.0,165.0,66.0,1908,Summer,Gold,Great Britain,London,Swimming,24.24,
237079,M,23.0,165.0,66.0,1908,Summer,Gold,Great Britain,London,Swimming,24.24,
237082,M,27.0,165.0,66.0,1912,Summer,Bronze,Great Britain,Stockholm,Swimming,24.24,
237085,M,35.0,165.0,66.0,1920,Summer,Bronze,Great Britain,Antwerpen,Swimming,24.24,
237112,M,25.0,181.0,74.0,1908,Summer,Gold,United States,London,Athletics,22.59,
237138,M,19.0,182.0,76.0,1980,Summer,Bronze,Great Britain,Moskva,Swimming,22.94,
237143,M,21.0,185.0,75.0,1924,Summer,Gold,United States,Paris,Athletics,21.91,
237144,M,25.0,185.0,75.0,1928,Summer,Bronze,United States,Amsterdam,Athletics,21.91,
237145,M,29.0,185.0,75.0,1932,Summer,Bronze,United States,Los Angeles,Athletics,21.91,
237150,F,23.0,185.0,72.0,2004,Summer,Silver,Australia,Athina,Basketball,21.04,
237151,F,27.0,185.0,72.0,2008,Summer,Silver,Australia,Beijing,Basketball,21.04,
237160,M,23.0,183.0,80.0,1972,Summer,Silver,United States,Munich,Athletics,23.89,
237161,M,23.0,183.0,80.0,1972,Summer,Gold,United States,Munich,Athletics,23.89,
237183,F,25.0,167.0,61.0,1984,Summer,Silver,Canada,Los Angeles,Athletics,21.87,
237470,M,20.0,186.0,78.0,1992,Summer,Silver,Cuba,Barcelona,Athletics,22.55,
237486,M,20.0,170.0,68.0,2000,Summer,Bronze,Chile,Sydney,Football,23.53,
237548,M,23.0,174.0,62.0,1968,Summer,Bronze,Kenya,Mexico City,Athletics,20.48,
237549,M,23.0,174.0,62.0,1968,Summer,Gold,Kenya,Mexico City,Athletics,20.48,
237585,M,19.0,156.0,48.0,2004,Summer,Gold,China,Athina,Gymnastics,19.72,
237648,M,29.0,195.0,90.0,2016,Summer,Silver,Serbia,Rio de Janeiro,Basketball,23.67,
237727,M,22.0,186.0,78.0,1960,Summer,Bronze,Soviet Union,Roma,Athletics,22.55,
237728,M,26.0,186.0,78.0,1964,Summer,Bronze,Soviet Union,Tokyo,Athletics,22.55,
237734,F,27.0,173.0,60.0,2012,Summer,Bronze,Japan,London,Swimming,20.05,
237735,F,27.0,173.0,60.0,2012,Summer,Bronze,Japan,London,Swimming,20.05,
237839,F,34.0,185.0,63.0,2004,Summer,Bronze,Ukraine,Athina,Athletics,18.41,
237842,M,27.0,182.0,62.0,1996,Summer,Silver,Kenya,Atlanta,Athletics,18.72,
237843,M,31.0,182.0,62.0,2000,Summer,Silver,Kenya,Sydney,Athletics,18.72,
237852,M,29.0,176.0,74.0,1980,Summer,Silver,East Germany,Moskva,Football,23.89,
237890,M,23.0,172.0,66.0,1912,Summer,Gold,Sweden,Stockholm,Athletics,22.31,
237900,F,21.0,175.0,70.0,1964,Summer,Bronze,Netherlands,Tokyo,Swimming,22.86,
237901,F,21.0,175.0,70.0,1964,Summer,Silver,Netherlands,Tokyo,Swimming,22.86,
238137,F,18.0,185.0,68.0,1996,Summer,Gold,United States,Atlanta,Swimming,19.87,
238138,F,22.0,185.0,68.0,2000,Summer,Bronze,United States,Sydney,Swimming,19.87,
238145,M,20.0,169.0,77.0,2004,Summer,Gold,Argentina,Athina,Football,26.96,
238164,M,20.0,185.0,80.0,1988,Summer,Silver,Canada,Seoul,Swimming,23.37,
238165,M,24.0,185.0,80.0,1992,Summer,Gold,Canada,Barcelona,Swimming,23.37,
238166,M,24.0,185.0,80.0,1992,Summer,Bronze,Canada,Barcelona,Swimming,23.37,
238167,M,24.0,183.0,64.0,1900,Summer,Silver,United States,Paris,Athletics,19.11,
238168,M,24.0,183.0,64.0,1900,Summer,Silver,United States,Paris,Athletics,19.11,
238169,M,24.0,183.0,64.0,1900,Summer,Gold,United States,Paris,Athletics,19.11,
238170,M,24.0,183.0,64.0,1900,Summer,Bronze,United States,Paris,Athletics,19.11,
238171,M,24.0,183.0,64.0,1900,Summer,Gold,United States,Paris,Athletics,19.11,
238333,F,25.0,165.0,56.0,2000,Summer,Silver,Greece,Sydney,Athletics,20.57,
238424,F,27.0,175.0,64.0,2016,Summer,Bronze,Canada,Rio de Janeiro,Athletics,20.9,
238440,M,22.0,202.0,100.0,2000,Summer,Bronze,Germany,Sydney,Swimming,24.51,
238441,M,22.0,202.0,100.0,2000,Summer,Bronze,Germany,Sydney,Swimming,24.51,
238633,M,19.0,178.0,64.0,2016,Summer,Gold,Brazil,Rio de Janeiro,Football,20.2,
238640,F,21.0,184.0,69.0,2016,Summer,Gold,Belgium,Rio de Janeiro,Athletics,20.38,
238716,M,22.0,193.0,78.0,1980,Summer,Silver,East Germany,Moskva,Athletics,20.94,
238730,M,22.0,187.0,84.0,1976,Summer,Silver,East Germany,Montreal,Athletics,24.02,
238779,F,26.0,167.0,54.0,1984,Summer,Bronze,West Germany,Los Angeles,Athletics,19.36,
238799,M,21.0,190.0,82.0,1948,Summer,Silver,France,London,Basketball,22.71,
238871,M,26.0,185.0,84.0,2012,Summer,Silver,United States,London,Swimming,24.54,
238872,M,26.0,185.0,84.0,2012,Summer,Gold,United States,London,Swimming,24.54,
238960,M,22.0,186.0,85.0,1996,Summer,Silver,Great Britain,Atlanta,Athletics,24.57,
238970,M,25.0,193.0,104.0,1992,Summer,Gold,United States,Barcelona,Swimming,27.92,
238974,M,19.0,196.0,88.0,1960,Summer,Bronze,United States,Roma,Athletics,22.91,
238975,M,23.0,196.0,88.0,1964,Summer,Silver,United States,Tokyo,Athletics,22.91,
238993,M,23.0,180.0,79.0,2012,Summer,Bronze,Great Britain,London,Gymnastics,24.38,
239046,F,20.0,173.0,64.0,1996,Summer,Silver,Australia,Atlanta,Swimming,21.38,
239047,F,25.0,173.0,64.0,2000,Summer,Silver,Australia,Sydney,Swimming,21.38,
239049,F,25.0,173.0,64.0,2000,Summer,Bronze,Australia,Sydney,Swimming,21.38,
239050,F,25.0,173.0,64.0,2000,Summer,Silver,Australia,Sydney,Swimming,21.38,
239051,F,28.0,173.0,64.0,2004,Summer,Gold,Australia,Athina,Swimming,21.38,
239053,F,28.0,173.0,64.0,2004,Summer,Gold,Australia,Athina,Swimming,21.38,
239054,F,28.0,173.0,64.0,2004,Summer,Silver,Australia,Athina,Swimming,21.38,
239055,F,28.0,173.0,64.0,2004,Summer,Gold,Australia,Athina,Swimming,21.38,
239174,M,21.0,196.0,84.0,2000,Summer,Bronze,United States,Sydney,Swimming,21.87,
239182,M,21.0,184.0,92.0,1980,Summer,Gold,Great Britain,Moskva,Athletics,27.17,
239184,M,25.0,184.0,92.0,1984,Summer,Gold,Great Britain,Los Angeles,Athletics,27.17,
239188,M,27.0,168.0,55.0,1960,Summer,Gold,Great Britain,Roma,Athletics,19.49,
239192,F,24.0,167.0,57.0,2016,Summer,Gold,Jamaica,Rio de Janeiro,Athletics,20.44,
239193,F,24.0,167.0,57.0,2016,Summer,Gold,Jamaica,Rio de Janeiro,Athletics,20.44,
239194,F,24.0,167.0,57.0,2016,Summer,Silver,Jamaica,Rio de Janeiro,Athletics,20.44,
239224,F,19.0,177.0,69.0,1992,Summer,Silver,United States,Barcelona,Swimming,22.02,
239226,F,19.0,177.0,69.0,1992,Summer,Gold,United States,Barcelona,Swimming,22.02,
239227,F,19.0,177.0,69.0,1992,Summer,Gold,United States,Barcelona,Swimming,22.02,
239228,F,23.0,177.0,69.0,1996,Summer,Gold,United States,Atlanta,Swimming,22.02,
239229,F,23.0,177.0,69.0,1996,Summer,Gold,United States,Atlanta,Swimming,22.02,
239230,F,23.0,177.0,69.0,1996,Summer,Gold,United States,Atlanta,Swimming,22.02,
239231,F,27.0,177.0,69.0,2000,Summer,Bronze,United States,Sydney,Swimming,22.02,
239232,F,27.0,177.0,69.0,2000,Summer,Gold,United States,Sydney,Swimming,22.02,
239233,F,27.0,177.0,69.0,2000,Summer,Gold,United States,Sydney,Swimming,22.02,
239235,F,27.0,177.0,69.0,2000,Summer,Gold,United States,Sydney,Swimming,22.02,
239237,F,31.0,177.0,69.0,2004,Summer,Silver,United States,Athina,Swimming,22.02,
239239,F,31.0,177.0,69.0,2004,Summer,Silver,United States,Athina,Swimming,22.02,
239260,M,26.0,200.0,97.0,2016,Summer,Gold,United States,Rio de Janeiro,Basketball,24.25,
239285,M,24.0,182.0,78.0,2000,Summer,Bronze,Barbados,Sydney,Athletics,23.55,
239294,M,23.0,188.0,80.0,2008,Summer,Silver,Trinidad and Tobago,Beijing,Athletics,22.63,
239295,M,23.0,188.0,80.0,2008,Summer,Gold,Trinidad and Tobago,Beijing,Athletics,22.63,
239297,M,27.0,188.0,80.0,2012,Summer,Silver,Trinidad and Tobago,London,Athletics,22.63,
239310,F,29.0,188.0,81.0,2004,Summer,Gold,United States,Athina,Basketball,22.92,
239311,F,33.0,188.0,81.0,2008,Summer,Gold,United States,Beijing,Basketball,22.92,
239317,M,27.0,183.0,89.0,1948,Summer,Gold,United States,London,Athletics,26.58,
239449,F,16.0,179.0,63.0,2000,Summer,Silver,Australia,Sydney,Swimming,19.66,
239457,M,25.0,188.0,86.0,1920,Summer,Gold,Canada,Antwerpen,Athletics,24.33,
239532,M,20.0,171.0,67.0,1952,Summer,Gold,Sweden,Helsinki,Gymnastics,22.91,
239539,M,24.0,171.0,67.0,1956,Summer,Silver,Sweden,Melbourne,Gymnastics,22.91,
239562,M,22.0,188.0,90.0,2004,Summer,Gold,Norway,Athina,Athletics,25.46,
239563,M,26.0,188.0,90.0,2008,Summer,Gold,Norway,Beijing,Athletics,25.46,
239615,M,17.0,196.0,104.0,2000,Summer,Silver,Australia,Sydney,Swimming,27.07,
239616,M,17.0,196.0,104.0,2000,Summer,Gold,Australia,Sydney,Swimming,27.07,
239617,M,17.0,196.0,104.0,2000,Summer,Gold,Australia,Sydney,Swimming,27.07,
239618,M,17.0,196.0,104.0,2000,Summer,Gold,Australia,Sydney,Swimming,27.07,
239619,M,17.0,196.0,104.0,2000,Summer,Silver,Australia,Sydney,Swimming,27.07,
239620,M,21.0,196.0,104.0,2004,Summer,Bronze,Australia,Athina,Swimming,27.07,
239621,M,21.0,196.0,104.0,2004,Summer,Gold,Australia,Athina,Swimming,27.07,
239622,M,21.0,196.0,104.0,2004,Summer,Gold,Australia,Athina,Swimming,27.07,
239624,M,21.0,196.0,104.0,2004,Summer,Silver,Australia,Athina,Swimming,27.07,
239627,M,24.0,183.0,86.0,1912,Summer,Gold,United States,Stockholm,Athletics,25.68,
239628,M,24.0,183.0,86.0,1912,Summer,Gold,United States,Stockholm,Athletics,25.68,
239687,M,25.0,173.0,72.0,1984,Summer,Gold,France,Los Angeles,Football,24.06,
239701,F,20.0,166.0,57.0,1956,Summer,Bronze,Australia,Melbourne,Athletics,20.69,
239713,M,25.0,158.0,45.0,1996,Summer,Gold,South Africa,Atlanta,Athletics,18.03,
239732,F,15.0,174.0,62.0,1976,Summer,Gold,East Germany,Montreal,Swimming,20.48,
239733,F,15.0,174.0,62.0,1976,Summer,Gold,East Germany,Montreal,Swimming,20.48,
239736,F,16.0,151.0,40.0,1988,Summer,Bronze,East Germany,Seoul,Gymnastics,17.54,
239756,M,22.0,170.0,57.0,1972,Summer,Bronze,East Germany,Munich,Gymnastics,19.72,
239776,M,19.0,188.0,73.0,1936,Summer,Bronze,United States,Berlin,Athletics,20.65,
239804,M,34.0,175.0,66.0,1920,Summer,Bronze,France,Antwerpen,Gymnastics,21.55,
239867,M,20.0,180.0,75.0,1984,Summer,Silver,Cote d'Ivoire,Los Angeles,Athletics,23.15,
239878,M,28.0,183.0,107.0,1984,Summer,Gold,Finland,Los Angeles,Athletics,31.95,
239926,M,21.0,170.0,59.0,1924,Summer,Bronze,United States,Paris,Athletics,20.42,
240081,M,32.0,186.0,110.0,2008,Summer,Bronze,Belarus,Beijing,Athletics,31.8,
240082,M,40.0,186.0,110.0,2016,Summer,Silver,Belarus,Rio de Janeiro,Athletics,31.8,
240083,M,24.0,207.0,106.0,1988,Summer,Gold,Soviet Union,Seoul,Basketball,24.74,
240107,M,19.0,169.0,61.0,1976,Summer,Silver,Soviet Union,Montreal,Gymnastics,21.36,
240226,M,26.0,200.0,97.0,2000,Summer,Bronze,Lithuania,Sydney,Basketball,24.25,
240228,F,26.0,173.0,61.0,2012,Summer,Bronze,Canada,London,Football,20.38,
240243,M,25.0,194.0,118.0,1988,Summer,Gold,East Germany,Seoul,Athletics,31.35,
240250,M,28.0,200.0,89.0,2016,Summer,Silver,Belgium,Rio de Janeiro,Swimming,22.25,
240261,F,31.0,165.0,61.0,1996,Summer,Bronze,Australia,Atlanta,Basketball,22.41,
240262,F,35.0,165.0,61.0,2000,Summer,Silver,Australia,Sydney,Basketball,22.41,
240344,M,21.0,180.0,76.0,1972,Summer,Gold,United States,Munich,Athletics,23.46,
240347,F,16.0,152.0,47.0,2016,Summer,Bronze,Great Britain,Rio de Janeiro,Gymnastics,20.34,
240360,M,28.0,186.0,74.0,2012,Summer,Silver,United States,London,Athletics,21.39,
240385,M,23.0,156.0,52.0,1988,Summer,Silver,East Germany,Seoul,Gymnastics,21.37,
240388,M,23.0,156.0,52.0,1988,Summer,Bronze,East Germany,Seoul,Gymnastics,21.37,
240390,M,23.0,156.0,52.0,1988,Summer,Bronze,East Germany,Seoul,Gymnastics,21.37,
240430,M,20.0,180.0,68.0,1920,Summer,Silver,France,Antwerpen,Athletics,20.99,
240466,M,20.0,205.0,118.0,1984,Summer,Gold,United States,Los Angeles,Basketball,28.08,
240467,M,25.0,186.0,74.0,1932,Summer,Gold,Ireland,Los Angeles,Athletics,21.39,
240553,M,20.0,170.0,70.0,1956,Summer,Bronze,Soviet Union,Melbourne,Gymnastics,24.22,
240554,M,20.0,170.0,70.0,1956,Summer,Gold,Soviet Union,Melbourne,Gymnastics,24.22,
240556,M,20.0,170.0,70.0,1956,Summer,Bronze,Soviet Union,Melbourne,Gymnastics,24.22,
240558,M,20.0,170.0,70.0,1956,Summer,Silver,Soviet Union,Melbourne,Gymnastics,24.22,
240561,M,24.0,170.0,70.0,1960,Summer,Bronze,Soviet Union,Roma,Gymnastics,24.22,
240562,M,24.0,170.0,70.0,1960,Summer,Silver,Soviet Union,Roma,Gymnastics,24.22,
240563,M,24.0,170.0,70.0,1960,Summer,Silver,Soviet Union,Roma,Gymnastics,24.22,
240570,M,28.0,170.0,70.0,1964,Summer,Silver,Soviet Union,Tokyo,Gymnastics,24.22,
240574,M,28.0,170.0,70.0,1964,Summer,Silver,Soviet Union,Tokyo,Gymnastics,24.22,
240607,M,26.0,184.0,80.0,1996,Summer,Bronze,Germany,Atlanta,Athletics,23.63,
240651,F,31.0,165.0,74.0,1980,Summer,Gold,Soviet Union,Moskva,Athletics,27.18,
240655,M,23.0,186.0,85.0,1988,Summer,Silver,Soviet Union,Seoul,Swimming,24.57,
240656,M,18.0,220.0,110.0,1976,Summer,Bronze,Soviet Union,Montreal,Basketball,22.73,
240657,M,22.0,220.0,110.0,1980,Summer,Bronze,Soviet Union,Moskva,Basketball,22.73,
240661,M,22.0,169.0,62.0,1980,Summer,Gold,Soviet Union,Moskva,Gymnastics,21.71,
240663,M,22.0,169.0,62.0,1980,Summer,Gold,Soviet Union,Moskva,Gymnastics,21.71,
240665,M,22.0,169.0,62.0,1980,Summer,Silver,Soviet Union,Moskva,Gymnastics,21.71,
240679,F,21.0,158.0,53.0,1960,Summer,Silver,Czechoslovakia,Roma,Gymnastics,21.23,
240685,F,25.0,158.0,53.0,1964,Summer,Silver,Czechoslovakia,Tokyo,Gymnastics,21.23,
240769,F,27.0,160.0,48.0,2008,Summer,Bronze,Ukraine,Beijing,Athletics,18.75,
240775,M,24.0,190.0,78.0,2008,Summer,Bronze,Great Britain,Beijing,Athletics,21.61,
240825,F,30.0,178.0,71.0,1952,Summer,Bronze,Soviet Union,Helsinki,Athletics,22.41,
240964,F,18.0,171.0,64.0,1972,Summer,Silver,East Germany,Munich,Athletics,21.89,
240973,M,22.0,187.0,80.0,1932,Summer,Bronze,Italy,Los Angeles,Athletics,22.88,
241055,M,33.0,171.0,59.0,1932,Summer,Bronze,Finland,Los Angeles,Athletics,20.18,
241056,M,23.0,184.0,88.0,1936,Summer,Bronze,Finland,Berlin,Athletics,25.99,
241076,M,25.0,178.0,72.0,1952,Summer,Silver,Soviet Union,Helsinki,Athletics,22.72,
241079,M,29.0,178.0,72.0,1956,Summer,Silver,Soviet Union,Melbourne,Athletics,22.72,
